chr	pos	cluster	cp
1	119961603	1	0.273426862226017
1	120120668	2	0.712673451745912
1	120325557	2	0.712673451745912
1	120349743	1	0.273426862226017
1	121985251	1	0.273426862226017
1	124136638	1	0.273426862226017
1	124792241	2	0.712673451745912
1	125372448	2	0.712673451745912
1	125904229	2	0.712673451745912
1	126537592	1	0.273426862226017
1	126575902	2	0.712673451745912
1	126608143	1	0.273426862226017
1	126769497	2	0.712673451745912
1	127121824	2	0.712673451745912
1	127592447	2	0.712673451745912
1	127719672	2	0.712673451745912
1	127809910	2	0.712673451745912
1	127879860	2	0.712673451745912
1	129830179	2	0.712673451745912
1	129845312	1	0.273426862226017
1	129885050	2	0.712673451745912
1	130666698	2	0.712673451745912
1	131623406	1	0.273426862226017
1	131923109	2	0.712673451745912
1	132259018	2	0.712673451745912
1	132278734	1	0.273426862226017
1	132651267	2	0.712673451745912
1	132717651	2	0.712673451745912
1	133328910	2	0.712673451745912
1	133521573	1	0.273426862226017
1	134015931	1	0.273426862226017
1	134337686	1	0.273426862226017
1	135684102	2	0.712673451745912
1	138900985	2	0.712673451745912
1	140904908	1	0.273426862226017
1	141381401	1	0.273426862226017
1	141401273	2	0.712673451745912
1	141404838	2	0.712673451745912
1	142509295	2	0.712673451745912
1	142518989	2	0.712673451745912
1	143464925	2	0.712673451745912
1	145725354	1	0.273426862226017
1	146057695	2	0.712673451745912
1	146513272	2	0.712673451745912
1	146641207	2	0.712673451745912
1	147040406	2	0.712673451745912
1	148008644	2	0.712673451745912
1	149219712	2	0.712673451745912
1	149785738	2	0.712673451745912
1	149884518	2	0.712673451745912
1	150104494	2	0.712673451745912
1	150492879	2	0.712673451745912
1	151093503	2	0.712673451745912
1	151313798	2	0.712673451745912
1	151565922	2	0.712673451745912
1	151669297	2	0.712673451745912
1	152707757	1	0.273426862226017
1	153102333	1	0.273426862226017
1	154276869	2	0.712673451745912
1	155275118	2	0.712673451745912
1	155359252	2	0.712673451745912
1	155920675	2	0.712673451745912
1	157029910	2	0.712673451745912
1	158401781	2	0.712673451745912
1	158997402	2	0.712673451745912
1	159560443	1	0.273426862226017
1	161092520	2	0.712673451745912
1	161203279	1	0.273426862226017
1	161432246	2	0.712673451745912
1	163407380	2	0.712673451745912
1	163453777	1	0.273426862226017
1	163753873	1	0.273426862226017
1	164649985	1	0.273426862226017
1	164876634	2	0.712673451745912
1	167029980	2	0.712673451745912
1	167372681	1	0.273426862226017
1	167479294	2	0.712673451745912
1	167864475	1	0.273426862226017
1	168338094	1	0.273426862226017
1	170342860	2	0.712673451745912
1	172413776	2	0.712673451745912
1	172694099	1	0.273426862226017
1	173105160	2	0.712673451745912
1	173185059	2	0.712673451745912
1	173435408	1	0.273426862226017
1	174362740	2	0.712673451745912
1	174463347	1	0.273426862226017
1	174723837	2	0.712673451745912
1	175420605	2	0.712673451745912
1	175639523	2	0.712673451745912
1	176250244	2	0.712673451745912
1	176608959	1	0.273426862226017
1	180073242	2	0.712673451745912
1	180421672	1	0.273426862226017
1	181892220	2	0.712673451745912
1	182013263	2	0.712673451745912
1	182929006	1	0.273426862226017
1	183784887	1	0.273426862226017
1	183868263	2	0.712673451745912
1	184923735	2	0.712673451745912
1	185171080	2	0.712673451745912
1	186108970	1	0.273426862226017
1	187325169	2	0.712673451745912
1	187699919	2	0.712673451745912
1	187808572	2	0.712673451745912
1	188128319	1	0.273426862226017
1	188860260	2	0.712673451745912
1	188987011	2	0.712673451745912
1	190866716	1	0.273426862226017
1	191108339	2	0.712673451745912
1	191225236	1	0.273426862226017
1	191548400	1	0.273426862226017
1	192041010	1	0.273426862226017
1	192342195	1	0.273426862226017
1	192681392	1	0.273426862226017
1	193730989	2	0.712673451745912
1	194796843	2	0.712673451745912
1	196167990	2	0.712673451745912
1	196802440	2	0.712673451745912
1	197749801	2	0.712673451745912
1	198370291	1	0.273426862226017
1	198538021	2	0.712673451745912
1	198589035	2	0.712673451745912
1	199739686	2	0.712673451745912
1	200208391	2	0.712673451745912
1	200229889	2	0.712673451745912
1	201491058	2	0.712673451745912
1	202352151	2	0.712673451745912
1	203298257	1	0.273426862226017
1	204705691	1	0.273426862226017
1	207206723	2	0.712673451745912
1	207465336	2	0.712673451745912
1	209120256	2	0.712673451745912
1	209745733	2	0.712673451745912
1	210096945	1	0.273426862226017
1	210297713	2	0.712673451745912
1	211934762	1	0.273426862226017
1	214282078	1	0.273426862226017
1	215924372	2	0.712673451745912
1	215958255	2	0.712673451745912
1	216583445	2	0.712673451745912
1	216678123	1	0.273426862226017
1	217865512	1	0.273426862226017
1	218311209	2	0.712673451745912
1	220730897	2	0.712673451745912
1	222166634	2	0.712673451745912
1	222782206	2	0.712673451745912
1	223204967	1	0.273426862226017
1	224476102	1	0.273426862226017
1	226077244	1	0.273426862226017
1	226228650	1	0.273426862226017
1	227505693	1	0.273426862226017
1	227855330	2	0.712673451745912
1	228321882	2	0.712673451745912
1	228907736	2	0.712673451745912
1	228971407	2	0.712673451745912
1	230551324	2	0.712673451745912
1	231010031	2	0.712673451745912
1	232653327	1	0.273426862226017
1	233675211	2	0.712673451745912
1	233869669	1	0.273426862226017
1	234348786	2	0.712673451745912
1	234616455	2	0.712673451745912
1	234791913	2	0.712673451745912
1	235048981	2	0.712673451745912
1	235146233	2	0.712673451745912
1	235478705	1	0.273426862226017
1	235531253	2	0.712673451745912
1	236102342	1	0.273426862226017
1	236850154	2	0.712673451745912
1	237209385	2	0.712673451745912
1	237406800	1	0.273426862226017
1	237754361	2	0.712673451745912
1	238747579	2	0.712673451745912
1	238988087	2	0.712673451745912
1	239908425	1	0.273426862226017
1	239977699	2	0.712673451745912
1	240184323	2	0.712673451745912
1	240829648	1	0.273426862226017
1	241376125	2	0.712673451745912
1	241401924	1	0.273426862226017
1	241738843	1	0.273426862226017
1	242179355	1	0.273426862226017
1	242972352	2	0.712673451745912
1	243287967	2	0.712673451745912
1	243598578	2	0.712673451745912
1	243975761	2	0.712673451745912
1	244006639	1	0.273426862226017
1	244476805	2	0.712673451745912
1	245458056	2	0.712673451745912
1	246007144	2	0.712673451745912
1	246138165	1	0.273426862226017
1	246611684	2	0.712673451745912
1	246834863	1	0.273426862226017
1	248236747	1	0.273426862226017
2	429632	1	0.273426862226017
2	670262	2	0.712673451745912
2	1655544	1	0.273426862226017
2	2215346	2	0.712673451745912
2	2232510	2	0.712673451745912
2	4299442	2	0.712673451745912
2	4426390	2	0.712673451745912
2	4673647	2	0.712673451745912
2	6687521	1	0.273426862226017
2	7481413	2	0.712673451745912
2	10174295	1	0.273426862226017
2	10206404	2	0.712673451745912
2	10405884	1	0.273426862226017
2	11639635	2	0.712673451745912
2	13573136	2	0.712673451745912
2	14454295	2	0.712673451745912
2	15069336	2	0.712673451745912
2	15455701	1	0.273426862226017
2	16455302	2	0.712673451745912
2	16882300	2	0.712673451745912
2	17337310	2	0.712673451745912
2	18951617	2	0.712673451745912
2	20492706	1	0.273426862226017
2	22279976	2	0.712673451745912
2	22596396	2	0.712673451745912
2	23093652	2	0.712673451745912
2	24036393	2	0.712673451745912
2	25603457	2	0.712673451745912
2	26085057	2	0.712673451745912
2	26489779	2	0.712673451745912
2	27402454	1	0.273426862226017
2	27994178	2	0.712673451745912
2	28975549	2	0.712673451745912
2	29811707	1	0.273426862226017
2	29868700	1	0.273426862226017
2	30859690	1	0.273426862226017
2	32702274	2	0.712673451745912
2	34970728	1	0.273426862226017
2	35881237	1	0.273426862226017
2	36699072	1	0.273426862226017
2	38178806	2	0.712673451745912
2	39035881	1	0.273426862226017
2	39579385	2	0.712673451745912
2	41247791	2	0.712673451745912
2	43648212	2	0.712673451745912
2	44006873	1	0.273426862226017
2	45639608	2	0.712673451745912
2	46076401	2	0.712673451745912
2	46408437	2	0.712673451745912
2	47138190	2	0.712673451745912
2	47532603	2	0.712673451745912
2	49209356	1	0.273426862226017
2	49322562	2	0.712673451745912
2	49781137	2	0.712673451745912
2	52584639	1	0.273426862226017
2	52791034	1	0.273426862226017
2	52791078	2	0.712673451745912
2	53133409	2	0.712673451745912
2	53795041	2	0.712673451745912
2	56210782	2	0.712673451745912
2	56226854	2	0.712673451745912
2	56984637	2	0.712673451745912
2	58088283	1	0.273426862226017
2	58386263	1	0.273426862226017
2	58746483	2	0.712673451745912
2	59595193	2	0.712673451745912
2	59605799	1	0.273426862226017
2	59847044	1	0.273426862226017
2	61253527	2	0.712673451745912
2	62967156	2	0.712673451745912
2	63347918	1	0.273426862226017
2	63493061	2	0.712673451745912
2	63866187	2	0.712673451745912
2	64028794	2	0.712673451745912
2	65606631	2	0.712673451745912
2	65848368	2	0.712673451745912
2	66029273	1	0.273426862226017
2	67791780	2	0.712673451745912
2	68202043	2	0.712673451745912
2	69511949	2	0.712673451745912
2	72599526	2	0.712673451745912
2	73161436	2	0.712673451745912
2	74132202	2	0.712673451745912
2	74286626	2	0.712673451745912
2	76288512	2	0.712673451745912
2	76539318	2	0.712673451745912
2	76997790	2	0.712673451745912
2	77246063	2	0.712673451745912
2	77864971	2	0.712673451745912
2	78425595	2	0.712673451745912
2	78584652	2	0.712673451745912
2	79326408	2	0.712673451745912
2	79326885	2	0.712673451745912
2	79440636	1	0.273426862226017
2	80236851	2	0.712673451745912
2	80383922	2	0.712673451745912
2	83919843	2	0.712673451745912
2	86055836	1	0.273426862226017
2	86740998	2	0.712673451745912
2	87853610	2	0.712673451745912
2	87902040	2	0.712673451745912
2	88197163	1	0.273426862226017
2	88368847	1	0.273426862226017
2	90254758	1	0.273426862226017
2	90304748	1	0.273426862226017
2	90698171	2	0.712673451745912
2	90990027	2	0.712673451745912
2	92480660	2	0.712673451745912
2	93141017	2	0.712673451745912
2	93844467	2	0.712673451745912
2	95328243	2	0.712673451745912
2	95964639	1	0.273426862226017
2	96677967	2	0.712673451745912
2	96877917	2	0.712673451745912
2	97135705	2	0.712673451745912
2	98167968	1	0.273426862226017
2	98554503	2	0.712673451745912
2	99366297	1	0.273426862226017
2	99499708	2	0.712673451745912
2	99819937	1	0.273426862226017
2	100017335	2	0.712673451745912
2	101343993	2	0.712673451745912
2	102195934	1	0.273426862226017
2	102544789	2	0.712673451745912
2	105057026	2	0.712673451745912
2	105620378	2	0.712673451745912
2	106396101	1	0.273426862226017
2	107744712	2	0.712673451745912
2	108796992	2	0.712673451745912
2	110000503	2	0.712673451745912
2	113443112	2	0.712673451745912
2	113909544	2	0.712673451745912
2	114030385	2	0.712673451745912
2	114992108	2	0.712673451745912
2	115338784	2	0.712673451745912
2	115464136	1	0.273426862226017
2	116258252	2	0.712673451745912
2	116640937	1	0.273426862226017
2	117222865	1	0.273426862226017
2	117383815	2	0.712673451745912
2	118887307	2	0.712673451745912
2	121174669	2	0.712673451745912
2	121409887	1	0.273426862226017
2	123192662	1	0.273426862226017
2	123326917	1	0.273426862226017
2	123841865	2	0.712673451745912
2	123869578	2	0.712673451745912
2	124736386	2	0.712673451745912
2	124950395	2	0.712673451745912
2	125526384	2	0.712673451745912
2	125811370	1	0.273426862226017
2	126652055	2	0.712673451745912
2	127123625	2	0.712673451745912
2	128969259	2	0.712673451745912
2	129903415	2	0.712673451745912
2	130002990	2	0.712673451745912
2	130712405	2	0.712673451745912
2	131043005	2	0.712673451745912
2	131157405	1	0.273426862226017
2	131691322	1	0.273426862226017
2	133873679	2	0.712673451745912
2	133931964	2	0.712673451745912
2	133949754	1	0.273426862226017
2	134645267	1	0.273426862226017
2	135051917	2	0.712673451745912
2	135693366	1	0.273426862226017
2	136061142	1	0.273426862226017
2	137631279	2	0.712673451745912
2	137840257	2	0.712673451745912
2	138247588	1	0.273426862226017
2	139122736	2	0.712673451745912
2	140919673	2	0.712673451745912
2	142026613	2	0.712673451745912
2	142336398	1	0.273426862226017
2	142833768	1	0.273426862226017
2	144636896	1	0.273426862226017
2	145323725	2	0.712673451745912
2	146520235	2	0.712673451745912
2	146611306	2	0.712673451745912
2	147215314	1	0.273426862226017
2	150607785	2	0.712673451745912
2	150846593	2	0.712673451745912
2	151015761	1	0.273426862226017
2	151603234	2	0.712673451745912
2	151774046	2	0.712673451745912
2	152361139	1	0.273426862226017
2	153746220	2	0.712673451745912
2	155629350	2	0.712673451745912
2	158285290	2	0.712673451745912
2	158502293	1	0.273426862226017
2	159416234	1	0.273426862226017
2	161382065	1	0.273426862226017
2	161973500	2	0.712673451745912
2	164300665	2	0.712673451745912
2	165279368	2	0.712673451745912
2	166026318	2	0.712673451745912
2	166538906	2	0.712673451745912
2	166779204	1	0.273426862226017
2	166964702	1	0.273426862226017
2	167629635	1	0.273426862226017
2	168525916	2	0.712673451745912
2	168890212	1	0.273426862226017
2	169256872	2	0.712673451745912
2	169277316	1	0.273426862226017
2	169981756	2	0.712673451745912
2	170075073	2	0.712673451745912
2	170629374	1	0.273426862226017
2	170953995	2	0.712673451745912
2	171015345	1	0.273426862226017
2	171645295	2	0.712673451745912
2	171885466	2	0.712673451745912
2	172479471	2	0.712673451745912
2	172492844	1	0.273426862226017
2	172683768	2	0.712673451745912
2	173465234	1	0.273426862226017
2	173728486	2	0.712673451745912
2	175585599	1	0.273426862226017
2	175749713	2	0.712673451745912
2	176370496	2	0.712673451745912
2	177608337	2	0.712673451745912
2	177890663	2	0.712673451745912
2	179632138	2	0.712673451745912
2	180510767	1	0.273426862226017
2	181319644	1	0.273426862226017
2	181588339	2	0.712673451745912
2	183520470	1	0.273426862226017
2	183782034	1	0.273426862226017
2	184291691	1	0.273426862226017
2	185186961	2	0.712673451745912
2	185267400	2	0.712673451745912
2	185267587	2	0.712673451745912
2	185465965	1	0.273426862226017
2	186253614	1	0.273426862226017
2	186958025	1	0.273426862226017
2	187048945	2	0.712673451745912
2	188070196	2	0.712673451745912
2	189102237	2	0.712673451745912
2	189489703	2	0.712673451745912
2	190841988	2	0.712673451745912
2	192325850	2	0.712673451745912
2	192849483	2	0.712673451745912
2	194568433	1	0.273426862226017
2	195234069	2	0.712673451745912
2	195837700	2	0.712673451745912
2	196277807	2	0.712673451745912
2	196684916	2	0.712673451745912
2	196973495	2	0.712673451745912
2	197101271	1	0.273426862226017
2	201263557	2	0.712673451745912
2	201652040	2	0.712673451745912
2	202329501	1	0.273426862226017
2	203278792	1	0.273426862226017
2	204028872	1	0.273426862226017
2	205527326	1	0.273426862226017
2	206742539	1	0.273426862226017
2	208373672	1	0.273426862226017
2	208896664	1	0.273426862226017
2	209136486	2	0.712673451745912
2	209780640	2	0.712673451745912
2	210492600	2	0.712673451745912
2	211434260	1	0.273426862226017
2	212256064	2	0.712673451745912
2	212669490	1	0.273426862226017
2	212880672	2	0.712673451745912
2	214660604	2	0.712673451745912
2	216836650	1	0.273426862226017
2	217038703	1	0.273426862226017
2	217215223	2	0.712673451745912
2	218892240	2	0.712673451745912
2	219371039	2	0.712673451745912
2	219548996	1	0.273426862226017
2	221463135	2	0.712673451745912
2	222420397	2	0.712673451745912
2	223035015	2	0.712673451745912
2	227467294	2	0.712673451745912
2	231823086	2	0.712673451745912
2	232361595	1	0.273426862226017
2	233041028	2	0.712673451745912
2	233043135	2	0.712673451745912
2	233055086	2	0.712673451745912
2	234674360	2	0.712673451745912
2	236307224	2	0.712673451745912
2	236607125	1	0.273426862226017
2	238334420	2	0.712673451745912
2	238698462	2	0.712673451745912
2	239988237	1	0.273426862226017
2	240714695	2	0.712673451745912
2	240716323	2	0.712673451745912
2	241564496	1	0.273426862226017
2	241832269	2	0.712673451745912
2	241890010	2	0.712673451745912
2	241982945	2	0.712673451745912
3	593479	2	0.712673451745912
3	2160589	2	0.712673451745912
3	2660021	2	0.712673451745912
3	2786710	1	0.273426862226017
3	3171443	2	0.712673451745912
3	5272385	2	0.712673451745912
3	5967739	2	0.712673451745912
3	7110083	2	0.712673451745912
3	7262703	2	0.712673451745912
3	10117162	2	0.712673451745912
3	10375269	2	0.712673451745912
3	10520279	2	0.712673451745912
3	11286309	2	0.712673451745912
3	11659033	1	0.273426862226017
3	12149279	2	0.712673451745912
3	13352423	1	0.273426862226017
3	14102548	2	0.712673451745912
3	14529523	2	0.712673451745912
3	15259456	1	0.273426862226017
3	15341958	1	0.273426862226017
3	16069608	1	0.273426862226017
3	17189153	2	0.712673451745912
3	17366332	1	0.273426862226017
3	17411095	2	0.712673451745912
3	18538133	2	0.712673451745912
3	18683178	2	0.712673451745912
3	19278357	2	0.712673451745912
3	19362702	2	0.712673451745912
3	20714422	2	0.712673451745912
3	24190610	1	0.273426862226017
3	25457481	2	0.712673451745912
3	27122975	2	0.712673451745912
3	27731617	1	0.273426862226017
3	27923678	2	0.712673451745912
3	31010248	2	0.712673451745912
3	31109254	2	0.712673451745912
3	31441771	2	0.712673451745912
3	31462942	2	0.712673451745912
3	32881518	2	0.712673451745912
3	33386890	2	0.712673451745912
3	36928910	2	0.712673451745912
3	37664709	2	0.712673451745912
3	38428514	2	0.712673451745912
3	40757019	2	0.712673451745912
3	41690304	1	0.273426862226017
3	41824081	1	0.273426862226017
3	41960782	1	0.273426862226017
3	42445981	2	0.712673451745912
3	42871540	2	0.712673451745912
3	43066443	1	0.273426862226017
3	43171784	2	0.712673451745912
3	43667237	2	0.712673451745912
3	44279869	1	0.273426862226017
3	44621092	1	0.273426862226017
3	44630885	1	0.273426862226017
3	44667583	2	0.712673451745912
3	45107517	2	0.712673451745912
3	45435441	2	0.712673451745912
3	45628925	2	0.712673451745912
3	46962798	2	0.712673451745912
3	47116762	2	0.712673451745912
3	48838307	2	0.712673451745912
3	48860443	2	0.712673451745912
3	49047048	2	0.712673451745912
3	49512882	1	0.273426862226017
3	49794542	2	0.712673451745912
3	50245892	2	0.712673451745912
3	50289756	1	0.273426862226017
3	50495336	2	0.712673451745912
3	50715820	2	0.712673451745912
3	50846284	1	0.273426862226017
3	51396383	2	0.712673451745912
3	51742564	2	0.712673451745912
3	52183623	1	0.273426862226017
3	52373916	2	0.712673451745912
3	52628844	2	0.712673451745912
3	52891983	2	0.712673451745912
3	53603796	1	0.273426862226017
3	54466824	2	0.712673451745912
3	55947568	2	0.712673451745912
3	56335296	2	0.712673451745912
3	56343276	2	0.712673451745912
3	57312719	2	0.712673451745912
3	58477109	2	0.712673451745912
3	58845398	2	0.712673451745912
3	59786113	2	0.712673451745912
3	60472908	2	0.712673451745912
3	62189905	2	0.712673451745912
3	65887676	2	0.712673451745912
3	66288485	2	0.712673451745912
3	67047221	2	0.712673451745912
3	67847678	2	0.712673451745912
3	69070181	2	0.712673451745912
3	69091423	1	0.273426862226017
3	71725270	1	0.273426862226017
3	72408973	2	0.712673451745912
3	73377325	2	0.712673451745912
3	74294832	1	0.273426862226017
3	74552431	2	0.712673451745912
3	74809591	2	0.712673451745912
3	75908901	2	0.712673451745912
3	76468621	2	0.712673451745912
3	76566134	2	0.712673451745912
3	78506339	1	0.273426862226017
3	79922410	2	0.712673451745912
3	80590217	1	0.273426862226017
3	81168966	2	0.712673451745912
3	81737899	2	0.712673451745912
3	83306323	1	0.273426862226017
3	84005732	1	0.273426862226017
3	84022494	2	0.712673451745912
3	85176485	2	0.712673451745912
3	86010233	1	0.273426862226017
3	86177423	2	0.712673451745912
3	87209778	2	0.712673451745912
3	88295795	2	0.712673451745912
3	89492611	1	0.273426862226017
3	91148619	2	0.712673451745912
3	93479051	2	0.712673451745912
3	93626792	2	0.712673451745912
3	94040507	2	0.712673451745912
3	94053354	2	0.712673451745912
3	95117780	2	0.712673451745912
3	96850629	2	0.712673451745912
3	97019799	1	0.273426862226017
3	97504814	2	0.712673451745912
3	97956830	2	0.712673451745912
3	98010572	1	0.273426862226017
3	99257648	1	0.273426862226017
3	101072005	2	0.712673451745912
3	101391641	1	0.273426862226017
3	101556405	2	0.712673451745912
3	102474623	2	0.712673451745912
3	102661551	1	0.273426862226017
3	104485150	1	0.273426862226017
3	106058601	2	0.712673451745912
3	107154236	1	0.273426862226017
3	107602782	1	0.273426862226017
3	107701546	1	0.273426862226017
3	108228180	2	0.712673451745912
3	108233208	1	0.273426862226017
3	108365218	1	0.273426862226017
3	111310257	1	0.273426862226017
3	112952195	2	0.712673451745912
3	113047571	1	0.273426862226017
3	115659023	1	0.273426862226017
3	115661033	1	0.273426862226017
3	116126788	1	0.273426862226017
3	116268820	2	0.712673451745912
3	120111730	2	0.712673451745912
3	120870780	2	0.712673451745912
3	123816852	2	0.712673451745912
3	124268869	1	0.273426862226017
3	124669907	2	0.712673451745912
3	126369193	1	0.273426862226017
3	127413880	2	0.712673451745912
3	127768706	2	0.712673451745912
3	128533436	2	0.712673451745912
3	130331547	1	0.273426862226017
3	130476355	1	0.273426862226017
3	131230383	2	0.712673451745912
3	131396376	2	0.712673451745912
3	132078514	1	0.273426862226017
3	132524427	1	0.273426862226017
3	134931134	2	0.712673451745912
3	135352287	1	0.273426862226017
3	135462760	2	0.712673451745912
3	136391956	2	0.712673451745912
3	137106348	2	0.712673451745912
3	138459269	2	0.712673451745912
3	139482135	2	0.712673451745912
3	139930081	2	0.712673451745912
3	139973605	1	0.273426862226017
3	142797020	1	0.273426862226017
3	142925295	2	0.712673451745912
3	143058637	1	0.273426862226017
3	143667839	1	0.273426862226017
3	143669204	1	0.273426862226017
3	144380851	2	0.712673451745912
3	145234164	1	0.273426862226017
3	145501045	2	0.712673451745912
3	146878875	2	0.712673451745912
3	148959497	2	0.712673451745912
3	149466465	1	0.273426862226017
3	149604961	2	0.712673451745912
3	150688229	2	0.712673451745912
3	151474625	1	0.273426862226017
3	151621870	2	0.712673451745912
3	152381754	2	0.712673451745912
3	153248901	2	0.712673451745912
3	153438000	2	0.712673451745912
3	153855145	2	0.712673451745912
3	154342473	2	0.712673451745912
3	154669945	2	0.712673451745912
3	155288569	2	0.712673451745912
3	155354075	2	0.712673451745912
3	156053419	2	0.712673451745912
3	156751611	2	0.712673451745912
3	159111384	2	0.712673451745912
3	159587000	2	0.712673451745912
3	160226685	2	0.712673451745912
3	160368738	1	0.273426862226017
3	161995818	2	0.712673451745912
3	163147640	2	0.712673451745912
3	163157457	2	0.712673451745912
3	163729498	2	0.712673451745912
3	163899725	1	0.273426862226017
3	163971341	1	0.273426862226017
3	164672923	1	0.273426862226017
3	164997673	2	0.712673451745912
3	166309558	2	0.712673451745912
3	166781226	2	0.712673451745912
3	167675550	2	0.712673451745912
3	167906919	1	0.273426862226017
3	168115334	2	0.712673451745912
3	168506920	1	0.273426862226017
3	170377735	2	0.712673451745912
3	170456920	2	0.712673451745912
3	171541502	2	0.712673451745912
3	171786547	1	0.273426862226017
3	171812963	2	0.712673451745912
3	174318184	2	0.712673451745912
3	174348837	1	0.273426862226017
3	174766978	2	0.712673451745912
3	174983929	2	0.712673451745912
3	175494299	2	0.712673451745912
3	177447439	2	0.712673451745912
3	177506274	2	0.712673451745912
3	178435353	2	0.712673451745912
3	179929450	2	0.712673451745912
